id;wave;age;male;religiousity;eduyears;rural;nzeuro;highestqual;rightwing;attitudechr;attitudemus;attitudehin;attitudebud;attitudejew;attitudeath;threatchr;threatmus;threathin;threatbud;threatjew;threatath;sciencefaith;measuredbothyears;notreligious;weight;neg_ms;neg_hd;neg_bd;neg_ch;neg_jw;neg_ath;thr_ms;thr_hd;thr_bd;thr_ch;thr_jw;thr_ath;a_c;a_10c;edu;rw_s;r_s;edu_s
624;2019;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,204212309139015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,444530046224962;2,4444530046224964;NA;NA;NA;NA
625;2018;24;Not Male;6;18,0;Not Rural;NA;3;4;3;3;3;3;3;3;4;4;4;4;4;4;3;0;1;0,235748065760867;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-25,555469953775038;-2,5555469953775036;3;-0,4705417638492133;0,999539230676750;-0,41586461830914989
625;2019;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,235748065760867;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-24,555469953775038;-2,4555469953775040;NA;NA;NA;NA
626;2018;26;Not Male;3;21,0;Not Rural;NA;3;2;1;3;3;3;3;3;4;3;3;3;3;3;3;0;0;0,317179803015740;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Very positive;Neither negative nor positive;Neither negative nor positive;Not very threatening;Not very threatening;Not very threatening;Not threatening at all;Not very threatening;2;-23,555469953775038;-2,3555469953775039;3;-1,3686627826744506;-0,796559255182569;-0,41586461830914989
626;2019;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,317179803015740;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-22,555469953775038;-2,2555469953775038;NA;NA;NA;NA
627;2018;68;Male;7;NA;Not Rural;1;0;10;NA;5;5;5;5;5;2;2;2;2;2;2;NA;0;0;0,204212309139015;Very Negative;Very Negative;Very Negative;NA;Very Negative;Very Negative;Somewhat threatening;Somewhat threatening;Somewhat threatening;Somewhat threatening;Somewhat threatening;3;18,444530046224962;1,8444530046224963;0;2,2238212926264986;1,598238725963189;-1,68404834737048770
627;2019;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,204212309139015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,444530046224962;1,9444530046224962;NA;NA;NA;NA
628;2018;29;Not Male;3;20,0;Not Rural;1;6;3;3;3;3;2;3;4;3;3;4;4;4;3;4;0;0;0,319631677025127;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Somewhat negative;Not very threatening;Not threatening at all;Not threatening at all;Not very threatening;Not threatening at all;2;-20,555469953775038;-2,0555469953775036;6;-0,9196022732618320;-0,796559255182569;0,85231911075218802
628;2019;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,319631677025127;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-19,555469953775038;-1,9555469953775038;NA;NA;NA;NA
629;2018;50;Not Male;1;NA;Not Rural;NA;5;NA;1;2;2;2;2;3;4;4;4;4;4;4;1;0;0;0,464448119522151;Somewhat positive;Somewhat positive;Somewhat positive;Very positive;Somewhat positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;0,444530046224962;0,0444530046224962;5;NA;-1,993958245755448;0,42959120106507537
629;2019;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,464448119522151;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,444530046224962;0,1444530046224962;NA;NA;NA;NA
630;2018;62;Male;1;16,0;Not Rural;NA;0;5;1;1;1;1;1;NA;4;NA;NA;NA;NA;NA;3;0;0;0,243640327458846;Very positive;Very positive;Very positive;Very positive;Very positive;NA;NA;NA;NA;Not threatening at all;NA;NA;12,444530046224962;1,2444530046224962;0;-0,0214812544365946;-1,993958245755448;-1,68404834737048770
630;2019;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,243640327458846;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,444530046224962;1,3444530046224963;NA;NA;NA;NA
631;2018;73;Male;3;8,0;NA;NA;0;6;2;2;3;3;3;NA;4;4;4;4;4;4;2;0;0;0,204212309139015;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;NA;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;23,444530046224962;2,3444530046224963;0;0,4275792549760240;-0,796559255182569;-1,68404834737048770
631;2019;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,204212309139015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,444530046224962;2,4444530046224964;NA;NA;NA;NA
632;2018;61;Male;1;14,0;Not Rural;NA;0;NA;2;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;4;0;0;0,215175661358639;NA;NA;NA;Somewhat positive;NA;NA;NA;NA;NA;Not threatening at all;NA;NA;11,444530046224962;1,1444530046224961;0;NA;-1,993958245755448;-1,68404834737048770
632;2019;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,215175661358639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,444530046224962;1,2444530046224962;NA;NA;NA;NA
633;2018;54;Not Male;3;9,0;Not Rural;NA;5;5;2;1;2;2;2;NA;4;4;4;4;4;4;2;0;0;0,464448119522151;Very positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;NA;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;4,444530046224962;0,4444530046224962;5;-0,0214812544365946;-0,796559255182569;0,42959120106507537
633;2019;55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,464448119522151;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,444530046224962;0,5444530046224962;NA;NA;NA;NA
634;2018;26;Not Male;6;16,0;Not Rural;1;6;6;3;3;3;3;3;3;4;4;4;4;4;4;5;0;0;1,075522657507683;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-23,555469953775038;-2,3555469953775039;6;0,4275792549760240;0,999539230676750;0,85231911075218802
634;2019;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,075522657507683;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-22,555469953775038;-2,2555469953775038;NA;NA;NA;NA
635;2018;49;Male;4;NA;Not Rural;NA;7;7;2;2;2;2;2;2;4;1;4;4;4;4;5;0;0;1,237701720176188;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Very threatening;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-0,555469953775038;-0,0555469953775038;7;0,8766397643886427;-0,197859759896129;1,27504702043930052
635;2019;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,237701720176188;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,444530046224962;0,0444530046224962;NA;NA;NA;NA
636;2018;58;Male;3;24,0;Not Rural;NA;7;6;1;3;1;1;1;1;4;4;4;4;4;4;3;0;0;1,156325598595861;Neither negative nor positive;Very positive;Very positive;Very positive;Very positive;Very positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;8,444530046224962;0,8444530046224962;7;0,4275792549760240;-0,796559255182569;1,27504702043930052
636;2019;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,156325598595861;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,444530046224962;0,9444530046224962;NA;NA;NA;NA
637;2018;73;Not Male;4;17,0;Not Rural;1;6;8;1;5;2;1;1;3;4;2;4;4;4;4;4;0;0;0,680785241556737;Very Negative;Somewhat positive;Very positive;Very positive;Very positive;Neither negative nor positive;Somewhat threatening;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;23,444530046224962;2,3444530046224963;6;1,3257002738012613;-0,197859759896129;0,85231911075218802
637;2019;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,680785241556737;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,444530046224962;2,4444530046224964;NA;NA;NA;NA
638;2018;50;Male;7;18,0;Not Rural;NA;7;8;3;3;3;3;3;3;4;4;4;4;4;4;5;0;1;1,156325598595861;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;0,444530046224962;0,0444530046224962;7;1,3257002738012613;1,598238725963189;1,27504702043930052
638;2019;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,156325598595861;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,444530046224962;0,1444530046224962;NA;NA;NA;NA
639;2018;49;Not Male;3;11,0;Not Rural;1;2;0;2;2;2;2;2;3;3;3;3;3;3;3;2;0;0;0,340304303971926;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;-0,555469953775038;-0,0555469953775038;2;-2,2667838014996882;-0,796559255182569;-0,83859252799626249
639;2019;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,340304303971926;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,444530046224962;0,0444530046224962;NA;NA;NA;NA
640;2018;67;Not Male;2;12,0;Not Rural;1;0;8;1;3;3;2;2;4;4;2;3;3;3;2;2;0;0;0,243640327458846;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Very positive;Somewhat positive;Somewhat negative;Somewhat threatening;Not very threatening;Not very threatening;Not threatening at all;Not very threatening;3;17,444530046224962;1,7444530046224962;0;1,3257002738012613;-1,395258750469008;-1,68404834737048770
640;2019;68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,243640327458846;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,444530046224962;1,8444530046224963;NA;NA;NA;NA
641;2018;71;Male;5;NA;Not Rural;1;4;5;2;2;2;2;2;NA;4;2;4;4;4;NA;2;0;0;0,204212309139015;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;NA;Somewhat threatening;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;NA;21,444530046224962;2,1444530046224961;4;-0,0214812544365946;0,400839735390310;0,00686329137796273
641;2019;72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,204212309139015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,444530046224962;2,2444530046224962;NA;NA;NA;NA
642;2018;18;Male;3;13,0;Not Rural;NA;2;5;2;2;2;2;2;2;4;4;4;4;4;4;3;0;0;0,449017050744281;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-31,555469953775038;-3,1555469953775037;2;-0,0214812544365946;-0,796559255182569;-0,83859252799626249
642;2019;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,449017050744281;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-30,555469953775038;-3,0555469953775036;NA;NA;NA;NA
643;2018;24;Male;4;16,0;Not Rural;NA;6;6;3;3;3;3;3;3;3;3;3;3;3;3;4;0;0;0,888237094082842;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;-25,555469953775038;-2,5555469953775036;6;0,4275792549760240;-0,197859759896129;0,85231911075218802
643;2019;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,888237094082842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-24,555469953775038;-2,4555469953775040;NA;NA;NA;NA
644;2018;45;Not Male;3;8,0;Not Rural;NA;5;5;2;2;2;2;2;2;3;3;3;3;3;3;3;0;0;0,786295831758146;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;-4,555469953775038;-0,4555469953775038;5;-0,0214812544365946;-0,796559255182569;0,42959120106507537
644;2019;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,786295831758146;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3,555469953775038;-0,3555469953775038;NA;NA;NA;NA
645;2018;32;Not Male;6;19,0;Not Rural;1;6;7;3;3;3;3;3;3;4;4;4;4;4;4;5;0;1;0,434655414918995;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-17,555469953775038;-1,7555469953775038;6;0,8766397643886427;0,999539230676750;0,85231911075218802
645;2019;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,434655414918995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-16,555469953775038;-1,6555469953775037;NA;NA;NA;NA
646;2018;45;Not Male;2;25,0;Not Rural;1;5;2;3;3;3;3;3;3;4;4;4;4;4;4;3;0;0;0,806398669780394;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-4,555469953775038;-0,4555469953775038;5;-1,3686627826744506;-1,395258750469008;0,42959120106507537
646;2019;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,806398669780394;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3,555469953775038;-0,3555469953775038;NA;NA;NA;NA
647;2018;63;Male;2;12,0;Not Rural;NA;1;5;1;1;1;1;1;1;4;3;3;3;3;3;1;0;0;0,215175661358639;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;Not very threatening;Not very threatening;Not very threatening;Not threatening at all;Not very threatening;2;13,444530046224962;1,3444530046224963;1;-0,0214812544365946;-1,395258750469008;-1,26132043768337510
647;2019;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,215175661358639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,444530046224962;1,4444530046224962;NA;NA;NA;NA
648;2018;56;Not Male;1;NA;Not Rural;NA;1;5;1;3;3;3;NA;2;4;1;1;1;2;3;1;0;0;0,430047058193289;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Very positive;NA;Somewhat positive;Very threatening;Very threatening;Very threatening;Not threatening at all;Somewhat threatening;2;6,444530046224962;0,6444530046224962;1;-0,0214812544365946;-1,993958245755448;-1,26132043768337510
648;2019;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,430047058193289;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,444530046224962;0,7444530046224962;NA;NA;NA;NA
649;2018;34;Not Male;7;14,0;Not Rural;NA;4;5;2;2;2;2;2;2;4;2;4;4;4;4;5;0;1;0,562050183701171;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat threatening;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-15,555469953775038;-1,5555469953775038;4;-0,0214812544365946;1,598238725963189;0,00686329137796273
649;2019;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,562050183701171;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-14,555469953775038;-1,4555469953775038;NA;NA;NA;NA
650;2018;39;Not Male;5;17,0;Not Rural;1;6;5;3;3;3;3;3;3;4;4;4;4;4;4;3;0;1;0,573618768072805;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-10,555469953775038;-1,0555469953775038;6;-0,0214812544365946;0,400839735390310;0,85231911075218802
650;2019;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,573618768072805;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-9,555469953775038;-0,9555469953775038;NA;NA;NA;NA
651;2018;29;Male;6;21,0;Not Rural;NA;7;5;3;3;3;3;3;3;3;3;3;3;3;3;4;0;1;1,075522657507683;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;-20,555469953775038;-2,0555469953775036;7;-0,0214812544365946;0,999539230676750;1,27504702043930052
651;2019;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,075522657507683;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-19,555469953775038;-1,9555469953775038;NA;NA;NA;NA
652;2018;NA;Male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,018711286951309;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
652;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,018711286951309;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
653;2018;56;Male;3;19,0;Not Rural;1;7;3;2;2;2;2;2;3;4;4;4;4;4;4;5;0;0;0,340304303971926;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;6,444530046224962;0,6444530046224962;7;-0,9196022732618320;-0,796559255182569;1,27504702043930052
653;2019;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,340304303971926;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,444530046224962;0,7444530046224962;NA;NA;NA;NA
654;2018;64;Male;3;14,0;Not Rural;NA;1;5;2;2;NA;2;2;2;3;1;4;4;4;NA;2;0;0;0,573249094615933;Somewhat positive;NA;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Very threatening;Not threatening at all;Not threatening at all;Not very threatening;Not threatening at all;NA;14,444530046224962;1,4444530046224962;1;-0,0214812544365946;-0,796559255182569;-1,26132043768337510
654;2019;65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,573249094615933;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,444530046224962;1,5444530046224962;NA;NA;NA;NA
655;2018;48;Not Male;6;12,0;Not Rural;1;3;5;3;3;3;3;3;3;NA;NA;NA;NA;NA;NA;3;0;1;0,430041492211684;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;NA;NA;NA;NA;NA;NA;-1,555469953775038;-0,1555469953775038;3;-0,0214812544365946;0,999539230676750;-0,41586461830914989
655;2019;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,430041492211684;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,555469953775038;-0,0555469953775038;NA;NA;NA;NA
656;2018;32;Not Male;6;13,0;Not Rural;1;4;NA;2;1;1;1;1;1;2;4;4;4;4;2;5;0;1;0,699057621371472;Very positive;Very positive;Very positive;Somewhat positive;Very positive;Very positive;Not threatening at all;Not threatening at all;Not threatening at all;Somewhat threatening;Not threatening at all;3;-17,555469953775038;-1,7555469953775038;4;NA;0,999539230676750;0,00686329137796273
656;2019;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,699057621371472;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-16,555469953775038;-1,6555469953775037;NA;NA;NA;NA
657;2018;52;Not Male;1;18,0;Not Rural;NA;7;5;1;NA;3;1;3;3;2;2;2;4;NA;4;2;0;0;0,615849848585800;NA;Neither negative nor positive;Very positive;Very positive;Neither negative nor positive;Neither negative nor positive;Somewhat threatening;Somewhat threatening;Not threatening at all;Somewhat threatening;NA;1;2,444530046224962;0,2444530046224962;7;-0,0214812544365946;-1,993958245755448;1,27504702043930052
657;2019;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,615849848585800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,444530046224962;0,3444530046224962;NA;NA;NA;NA
658;2018;63;Male;6;15,0;Not Rural;NA;7;6;1;2;1;1;1;1;4;4;4;4;4;NA;3;0;0;0,599596435566919;Somewhat positive;Very positive;Very positive;Very positive;Very positive;Very positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;NA;13,444530046224962;1,3444530046224963;7;0,4275792549760240;0,999539230676750;1,27504702043930052
658;2019;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,599596435566919;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,444530046224962;1,4444530046224962;NA;NA;NA;NA
659;2018;69;Not Male;5;20,0;Not Rural;1;6;4;2;2;2;2;2;2;4;4;4;4;4;4;4;0;0;0,447254594016354;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;19,444530046224962;1,9444530046224962;6;-0,4705417638492133;0,400839735390310;0,85231911075218802
659;2019;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,447254594016354;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,444530046224962;2,0444530046224960;NA;NA;NA;NA
660;2018;73;Male;7;31,0;Not Rural;1;7;8;4;5;3;3;3;1;3;2;3;3;3;4;5;0;1;0,313751654698719;Very Negative;Neither negative nor positive;Neither negative nor positive;Somewhat negative;Neither negative nor positive;Very positive;Somewhat threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;1;23,444530046224962;2,3444530046224963;7;1,3257002738012613;1,598238725963189;1,27504702043930052
660;2019;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,313751654698719;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,444530046224962;2,4444530046224964;NA;NA;NA;NA
661;2018;35;Male;6;18,0;Not Rural;1;7;3;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;5;0;1;0,404093586890635;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;NA;NA;NA;NA;NA;NA;-14,555469953775038;-1,4555469953775038;7;-0,9196022732618320;0,999539230676750;1,27504702043930052
661;2019;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,404093586890635;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-13,555469953775038;-1,3555469953775039;NA;NA;NA;NA
662;2018;30;Not Male;6;13,0;Not Rural;1;2;3;3;3;3;3;3;3;3;3;3;3;3;3;5;0;1;0,332274528964222;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;-19,555469953775038;-1,9555469953775038;2;-0,9196022732618320;0,999539230676750;-0,83859252799626249
662;2019;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,332274528964222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-18,555469953775038;-1,8555469953775039;NA;NA;NA;NA
663;2018;45;Not Male;2;NA;Not Rural;NA;5;10;2;3;3;3;3;3;NA;NA;NA;NA;NA;NA;4;0;0;0,562096552809124;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;NA;NA;NA;NA;NA;NA;-4,555469953775038;-0,4555469953775038;5;2,2238212926264986;-1,395258750469008;0,42959120106507537
663;2019;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,562096552809124;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3,555469953775038;-0,3555469953775038;NA;NA;NA;NA
