id;age;male;eduyears;nzeuro;rightwing;neg_ath;neg_bd;neg_ch;neg_hd;neg_jw;neg_ms;thr_ath;thr_bd;thr_ch;thr_hd;thr_jw;rural;thr_ms;wave;religiosity
646;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
647;63;Male;12,0;NA;5;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;2;Not very threatening;Not threatening at all;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;2
647;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
648;56;Not Male;NA;NA;5;Somewhat positive;Neither negative nor positive;Very positive;Neither negative nor positive;NA;Neither negative nor positive;2;Very threatening;Not threatening at all;Very threatening;Somewhat threatening;Not Rural;Very threatening;2018;1
648;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
649;34;Not Male;14,0;NA;5;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Somewhat threatening;2018;7
649;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
650;39;Not Male;17,0;1;5;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;5
650;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
651;29;Male;21,0;NA;5;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;6
651;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
652;NA;Male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018;NA
652;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
653;56;Male;19,0;1;3;Neither negative nor positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;3
653;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
654;64;Male;14,0;NA;5;Somewhat positive;Somewhat positive;Somewhat positive;NA;Somewhat positive;Somewhat positive;NA;Not threatening at all;Not very threatening;Not threatening at all;Not threatening at all;Not Rural;Very threatening;2018;3
654;65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
655;48;Not Male;12,0;1;5;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;NA;NA;NA;NA;NA;Not Rural;NA;2018;6
655;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
656;32;Not Male;13,0;1;NA;Very positive;Very positive;Somewhat positive;Very positive;Very positive;Very positive;3;Not threatening at all;Somewhat threatening;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;6
656;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
657;52;Not Male;18,0;NA;5;Neither negative nor positive;Very positive;Very positive;Neither negative nor positive;Neither negative nor positive;NA;1;Not threatening at all;Somewhat threatening;Somewhat threatening;NA;Not Rural;Somewhat threatening;2018;1
657;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
658;63;Male;15,0;NA;6;Very positive;Very positive;Very positive;Very positive;Very positive;Somewhat positive;NA;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;6
658;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
659;69;Not Male;20,0;1;4;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;5
659;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
660;73;Male;31,0;1;8;Very positive;Neither negative nor positive;Somewhat negative;Neither negative nor positive;Neither negative nor positive;Very Negative;1;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Somewhat threatening;2018;7
660;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
661;35;Male;18,0;1;3;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;NA;NA;NA;NA;NA;Not Rural;NA;2018;6
661;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
662;30;Not Male;13,0;1;3;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;6
662;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
663;45;Not Male;NA;NA;10;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;NA;NA;NA;NA;NA;Not Rural;NA;2018;2
663;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
664;26;Not Male;17,0;1;7;Somewhat positive;Neither negative nor positive;Somewhat positive;Somewhat negative;Neither negative nor positive;Somewhat negative;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Somewhat threatening;2018;5
664;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
665;70;Male;15,0;NA;5;NA;NA;NA;NA;NA;NA;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;NA
665;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
666;43;Male;12,0;NA;5;NA;Very positive;Somewhat positive;Somewhat positive;NA;Very Negative;NA;Not threatening at all;Not threatening at all;Not threatening at all;NA;Not Rural;Very threatening;2018;3
666;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
667;45;Not Male;15,0;NA;5;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;3
667;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
668;67;Male;20,0;NA;6;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;3
668;68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
669;22;Not Male;17,0;NA;NA;Neither negative nor positive;Neither negative nor positive;Very positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;NA;NA;Not threatening at all;NA;NA;Not Rural;NA;2018;2
669;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
670;30;Not Male;17,0;NA;8;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not very threatening;Not threatening at all;Not Rural;Not very threatening;2018;4
670;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
671;24;Male;17,0;1;2;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;6
671;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
672;58;Male;NA;NA;4;Very Negative;Somewhat negative;Neither negative nor positive;Somewhat positive;NA;Very Negative;NA;Not very threatening;Not threatening at all;Not very threatening;NA;NA;Very threatening;2018;3
672;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
673;30;Not Male;25,0;NA;8;NA;NA;Somewhat positive;NA;NA;Somewhat negative;NA;NA;Not threatening at all;NA;NA;Not Rural;Somewhat threatening;2018;3
673;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
674;22;Male;16,0;NA;6;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;5
674;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
675;59;Male;14,0;NA;5;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;3
675;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
676;NA;Male;NA;NA;NA;Neither negative nor positive;Neither negative nor positive;Somewhat positive;NA;NA;NA;NA;NA;NA;NA;NA;Not Rural;NA;2018;4
676;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
677;27;Male;15,0;NA;5;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;7
677;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
678;68;Male;18,0;NA;5;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;NA;NA;NA;NA;NA;Not Rural;NA;2018;7
678;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
679;22;Not Male;13,0;NA;5;Very positive;Very positive;Very positive;Somewhat positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;6
679;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
680;47;Male;11,0;1;3;Somewhat positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Somewhat negative;1;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Somewhat threatening;2018;5
680;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
681;74;Not Male;NA;1;5;Neither negative nor positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Somewhat threatening;2018;4
681;75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
682;29;Male;20,0;NA;3;Neither negative nor positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Somewhat positive;2;Not threatening at all;Not threatening at all;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;3
682;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
683;73;Male;NA;NA;NA;Very Negative;Very positive;Very positive;Very positive;Very positive;Very positive;NA;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;3
683;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
684;50;Not Male;20,0;1;4;NA;NA;Somewhat positive;NA;NA;NA;2;Not very threatening;Not very threatening;Somewhat threatening;Somewhat threatening;Not Rural;Somewhat threatening;2018;7
684;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
685;55;Not Male;NA;1;10;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;3;Not very threatening;Not threatening at all;Not very threatening;Not very threatening;Not Rural;Somewhat threatening;2018;2
685;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
686;23;Not Male;17,0;NA;7;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;2
686;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
687;68;Not Male;12,0;NA;NA;NA;Somewhat positive;NA;NA;NA;NA;NA;Not threatening at all;NA;NA;NA;Not Rural;NA;2018;4
687;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
688;64;Not Male;15,0;NA;5;Neither negative nor positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;NA;Not threatening at all;Not threatening at all;NA;NA;Not Rural;Not threatening at all;2018;7
688;65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
689;19;Male;13,0;NA;6;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;3
689;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
690;58;Male;17,0;NA;6;Somewhat positive;Somewhat positive;Very positive;Somewhat positive;Somewhat positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not very threatening;Not Rural;Somewhat threatening;2018;3
690;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
691;35;Not Male;17,0;NA;6;Neither negative nor positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Somewhat negative;Somewhat negative;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Somewhat threatening;2018;3
691;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
692;NA;Not Male;22,0;NA;NA;Somewhat positive;Somewhat positive;Very positive;Somewhat positive;Somewhat positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not very threatening;2018;3
692;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
693;46;Male;20,0;NA;8;Somewhat negative;Somewhat positive;Very positive;Somewhat positive;Somewhat positive;Somewhat positive;3;Not very threatening;Not threatening at all;Not very threatening;Not threatening at all;Not Rural;Not very threatening;2018;3
693;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
694;60;Male;18,0;1;NA;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Very Negative;2;Not threatening at all;Not very threatening;Not threatening at all;Not threatening at all;NA;Somewhat threatening;2018;6
694;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
695;53;Male;17,0;NA;5;Very positive;Very positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat negative;1;Not threatening at all;Not very threatening;Not very threatening;Not very threatening;Not Rural;Somewhat threatening;2018;3
695;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
696;49;Not Male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Not Rural;NA;2018;3
696;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
697;69;Male;16,0;1;3;Neither negative nor positive;Somewhat positive;Somewhat positive;NA;NA;NA;NA;Not threatening at all;Not threatening at all;NA;NA;Not Rural;Somewhat threatening;2018;3
697;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
698;38;Not Male;18,0;1;7;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Somewhat threatening;2018;6
698;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
699;65;Not Male;15,0;1;7;Very positive;Very Negative;Very Negative;Very Negative;Very Negative;Very Negative;1;Not threatening at all;Not threatening at all;Somewhat threatening;Not threatening at all;Not Rural;Somewhat threatening;2018;7
699;66;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
700;61;Not Male;12,0;NA;5;Neither negative nor positive;Somewhat positive;Somewhat positive;Somewhat negative;Somewhat negative;Somewhat negative;2;Not very threatening;Not very threatening;Somewhat threatening;Somewhat threatening;Not Rural;Somewhat threatening;2018;5
700;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
701;20;Not Male;15,0;NA;3;Neither negative nor positive;Somewhat positive;Somewhat negative;Neither negative nor positive;Somewhat positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;6
701;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
702;68;Male;15,0;NA;5;NA;Somewhat negative;Neither negative nor positive;Somewhat negative;Very positive;Very Negative;NA;Not very threatening;Very threatening;Not very threatening;Very threatening;Rural;Not threatening at all;2018;2
702;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
703;44;Not Male;21,0;NA;NA;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;2;Not threatening at all;Not very threatening;Not very threatening;Not very threatening;Not Rural;Somewhat threatening;2018;3
703;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
704;NA;Not Male;17,0;1;5;Neither negative nor positive;Somewhat positive;Very positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;2;Not threatening at all;Not threatening at all;Not threatening at all;Not very threatening;Not Rural;Not threatening at all;2018;3
704;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
705;27;Not Male;16,0;NA;NA;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;3
705;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
706;31;Not Male;15,0;NA;NA;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not threatening at all;Very threatening;Not very threatening;Not very threatening;Not Rural;Somewhat threatening;2018;6
706;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
707;31;Male;17,0;NA;NA;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;1
707;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
708;26;Not Male;18,0;1;2;Very Negative;Somewhat positive;Somewhat negative;Somewhat positive;Neither negative nor positive;Somewhat positive;4;Not threatening at all;Somewhat threatening;Not threatening at all;Somewhat threatening;Not Rural;Not very threatening;2018;6
708;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
709;20;Male;16,0;NA;NA;Somewhat positive;Somewhat positive;Somewhat negative;Somewhat positive;Somewhat positive;Somewhat positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;4
709;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
710;51;Not Male;16,0;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Not Rural;NA;2018;4
710;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
711;68;Male;22,0;1;7;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;6
711;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
712;66;Not Male;13,0;NA;NA;Somewhat negative;Somewhat positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Somewhat negative;2;Not threatening at all;Not threatening at all;Not threatening at all;Not very threatening;Not Rural;Somewhat threatening;2018;3
712;67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
713;54;Male;23,0;NA;NA;NA;Somewhat positive;Somewhat positive;Somewhat positive;NA;Somewhat negative;NA;NA;NA;NA;NA;Not Rural;Somewhat threatening;2018;NA
713;55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
714;33;Not Male;13,0;NA;5;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Somewhat negative;NA;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Somewhat threatening;2018;7
714;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
715;62;Male;18,0;NA;4;Neither negative nor positive;Somewhat positive;Very positive;NA;Neither negative nor positive;Neither negative nor positive;2;Not threatening at all;Not threatening at all;Not threatening at all;NA;Not Rural;Somewhat threatening;2018;5
715;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
716;56;Male;20,0;NA;2;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;3
716;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
717;56;Male;11,0;NA;NA;Very Negative;Somewhat positive;Very positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;3
717;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
718;74;Not Male;6,0;NA;5;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;7
718;75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
719;64;Not Male;11,0;1;5;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;3
719;65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
720;45;Male;15,0;NA;8;Neither negative nor positive;Neither negative nor positive;Very positive;Neither negative nor positive;Very positive;Somewhat negative;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Somewhat threatening;2018;2
720;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
721;42;Male;16,0;NA;NA;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not very threatening;2018;2
721;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
722;44;Not Male;13,0;NA;5;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;3
722;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
723;66;Male;12,0;1;3;Somewhat positive;Neither negative nor positive;Very positive;Neither negative nor positive;Neither negative nor positive;Somewhat negative;2;Not very threatening;Not threatening at all;Not very threatening;Not very threatening;Not Rural;Very threatening;2018;4
723;67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
724;50;Male;11,0;NA;8;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;3
724;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
725;53;Not Male;13,0;NA;5;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;NA;Not threatening at all;Somewhat threatening;NA;NA;Not Rural;Somewhat threatening;2018;3
725;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
726;66;Male;8,0;NA;7;NA;Very positive;NA;NA;NA;NA;NA;NA;NA;NA;NA;Not Rural;NA;2018;2
726;67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019;NA
727;62;Male;23,0;NA;6;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;2
